,interaction_id,betti_number,birth,death,lifespan,vertices,vertices_set
1,1,0,0.0,0.6449636816978455,0.6449636816978455,[1],[['CREBBP']]
2,2,0,0.0,0.5298463106155396,0.5298463106155396,[2],[['E2F2']]
3,3,0,0.0,0.6383404731750488,0.6383404731750488,[3],[['RALBP1']]
4,4,0,0.0,0.6617520451545715,0.6617520451545715,[4],[['CTNNA1']]
5,5,0,0.0,0.5337535738945007,0.5337535738945007,[5],[['LAMC3']]
6,6,0,0.0,0.5638802647590637,0.5638802647590637,[6],[['CTNNA2']]
7,7,0,0.0,0.5064497590065002,0.5064497590065002,[7],[['RASSF1']]
8,8,0,0.0,0.4141666889190674,0.4141666889190674,[8],[['COL4A4']]
9,9,0,0.0,0.611150324344635,0.611150324344635,[9],[['CRKL']]
10,10,0,0.0,0.156942218542099,0.156942218542099,[10],[['EP300']]
11,11,0,0.0,0.30156293511390686,0.30156293511390686,[11],[['E2F1']]
12,12,0,0.0,0.5052566528320312,0.5052566528320312,[12],[['CDK6']]
13,13,0,0.0,0.5592317581176758,0.5592317581176758,[13],[['DVL1']]
14,14,0,0.0,0.742739737033844,0.742739737033844,[14],[['CDKN1B']]
15,15,0,0.0,0.5907889008522034,0.5907889008522034,[15],[['FZD10']]
16,16,0,0.0,0.4760150611400604,0.4760150611400604,[16],[['E2F3']]
17,17,0,0.0,0.6370762586593628,0.6370762586593628,[17],[['TFG']]
18,18,0,0.0,0.3584524989128113,0.3584524989128113,[18],[['APC2']]
19,19,0,0.0,0.6574531197547913,0.6574531197547913,[19],[['EPAS1']]
20,20,0,0.0,0.5801489353179932,0.5801489353179932,[20],[['AKT3']]
21,21,0,0.0,0.716079592704773,0.716079592704773,[21],[['CSF3R']]
22,22,0,0.0,0.46867939829826355,0.46867939829826355,[22],[['CDK2']]
23,23,0,0.0,0.7098208665847778,0.7098208665847778,[23],[['CDKN1A']]
24,24,0,0.0,0.7214051485061646,0.7214051485061646,[24],[['EGLN3']]
25,25,0,0.0,0.744216799736023,0.744216799736023,[25],[['PIAS3']]
26,26,0,0.0,0.5091261863708496,0.5091261863708496,[26],[['COL4A2']]
27,27,0,0.0,0.5460823178291321,0.5460823178291321,[27],[['CDK4']]
28,28,0,0.0,0.7125128507614136,0.7125128507614136,[28],[['EGF']]
29,29,0,0.0,0.6900917887687683,0.6900917887687683,[29],[['ERBB2']]
30,30,0,0.0,0.6304671168327332,0.6304671168327332,[30],[['AKT1']]
31,31,0,0.0,0.5775959491729736,0.5775959491729736,[31],[['EGFR']]
32,32,0,0.0,0.4587213099002838,0.4587213099002838,[32],[['CDKN2B']]
33,33,0,0.0,0.35732829570770264,0.35732829570770264,[33],[['CDKN2A']]
34,34,0,0.0,0.5156357884407043,0.5156357884407043,[34],[['CTBP1']]
35,35,0,0.0,0.5618765354156494,0.5618765354156494,[35],[['DVL3']]
36,36,0,0.0,0.5276681184768677,0.5276681184768677,[36],[['CRK']]
37,37,0,0.0,0.4903910160064697,0.4903910160064697,[37],[['DAPK3']]
38,38,0,0.0,0.6752654314041138,0.6752654314041138,[38],[['CTNNB1']]
39,39,0,0.0,0.3201899230480194,0.3201899230480194,[39],[['CKS1B']]
40,40,0,0.0,0.7370724081993103,0.7370724081993103,[40],[['CTBP2']]
41,41,0,0.0,0.443754643201828,0.443754643201828,[41],[['CSF1R']]
42,42,0,0.0,0.22858257591724396,0.22858257591724396,[42],[['DCC']]
43,43,0,0.0,0.1310546100139618,0.1310546100139618,[43],[['COL4A1']]
44,44,0,0.0,0.430947870016098,0.430947870016098,[44],[['DAPK1']]
45,45,0,0.0,0.7346563339233398,0.7346563339233398,[45],[['COL4A6']]
46,46,0,0.0,0.38941890001296997,0.38941890001296997,[46],[['CSF2RA']]
47,47,0,0.0,1.0,1.0,[47],[['CSF2RA']]
48,48,0,0.0,0.4686911404132843,0.4686911404132843,[48],[['CHUK']]
49,49,0,0.0,0.6657928824424744,0.6657928824424744,[49],[['CEBPA']]
50,50,0,0.0,0.6741200685501099,0.6741200685501099,[50],[['EGLN2']]
51,51,1,0.5031826496124268,0.5405828952789307,0.037400245666503906,"[54, 55, 58, 69, 75]","[['E2F2', 'E2F1'], ['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['CDKN2A', 'CKS1B'], ['E2F2', 'E2F3']]"
52,52,1,0.5691246390342712,0.5965580344200134,0.027433395385742188,"[54, 55, 58, 64, 69, 76, 116]","[['E2F2', 'E2F1'], ['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['CDK6', 'DAPK1'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['E2F2', 'DAPK1']]"
53,53,1,0.5725821852684021,0.5737255215644836,0.001143336296081543,"[68, 72, 77, 117]","[['EP300', 'CHUK'], ['DAPK3', 'CHUK'], ['RASSF1', 'EP300'], ['RASSF1', 'DAPK3']]"
54,54,1,0.5993401408195496,0.6247114539146423,0.025371313095092773,"[58, 66, 76, 145]","[['E2F3', 'CDKN2A'], ['CDKN2B', 'CDKN2A'], ['CDK6', 'E2F3'], ['CDK6', 'CDKN2B']]"
55,55,1,0.6212400197982788,0.7108587622642517,0.0896187424659729,"[52, 61, 65, 68, 72, 90, 185]","[['CREBBP', 'EP300'], ['CREBBP', 'CSF2RA'], ['CSF1R', 'CSF2RA'], ['EP300', 'CHUK'], ['DAPK3', 'CHUK'], ['LAMC3', 'CSF1R'], ['LAMC3', 'DAPK3']]"
56,56,1,0.6247723698616028,0.7314208149909973,0.10664844512939453,"[52, 55, 58, 60, 61, 64, 68, 69, 72, 76, 85, 109, 189]","[['CREBBP', 'EP300'], ['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['EP300', 'CHUK'], ['CDKN2A', 'CKS1B'], ['DAPK3', 'CHUK'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['DVL1', 'DAPK3'], ['E2F1', 'DVL1']]"
57,57,1,0.6320493221282959,0.6374183893203735,0.005369067192077637,"[58, 64, 66, 76, 125, 139, 202]","[['E2F3', 'CDKN2A'], ['CDK6', 'DAPK1'], ['CDKN2B', 'CDKN2A'], ['CDK6', 'E2F3'], ['EGFR', 'DAPK1'], ['FZD10', 'EGFR'], ['FZD10', 'CDKN2B']]"
58,58,1,0.6576870679855347,0.7309337854385376,0.07324671745300293,"[55, 58, 60, 64, 65, 67, 69, 76, 85, 238, 298, 299]","[['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CSF1R', 'CSF2RA'], ['E2F1', 'CDK2'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['TFG', 'CDK2'], ['EPAS1', 'CSF1R'], ['TFG', 'EPAS1']]"
59,59,1,0.6739071607589722,0.747864305973053,0.07395714521408081,"[52, 60, 61, 64, 68, 72, 85, 128, 201, 383]","[['CREBBP', 'EP300'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['EP300', 'CHUK'], ['DAPK3', 'CHUK'], ['COL4A4', 'DAPK1'], ['CDK6', 'AKT3'], ['AKT3', 'AKT1'], ['AKT1', 'DAPK3']]"
60,60,1,0.6842778325080872,0.710894763469696,0.026616930961608887,"[60, 64, 65, 85, 128, 298, 429]","[['COL4A4', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CSF1R', 'CSF2RA'], ['COL4A4', 'DAPK1'], ['CDK6', 'AKT3'], ['EPAS1', 'CSF1R'], ['EPAS1', 'AKT3']]"
61,61,1,0.689613401889801,0.7105827927589417,0.020969390869140625,"[55, 58, 60, 64, 65, 69, 76, 85, 298, 453]","[['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CSF1R', 'CSF2RA'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['EPAS1', 'CSF1R'], ['E2F1', 'EPAS1']]"
