interaction_id,betti_number,birth,death,lifespan,birth_nodes,death_nodes,birth_geneset,death_geneset,geneset
10,2,-0.07910391018445627,0.06382134028661135,0.14292525047106763,"[10, 3]","[7, 4, 1]","['SPINK5', 'CAPS']","['KRT17', 'ELAPOR1', 'TF']","['SPINK5', 'CAPS', 'KRT17', 'ELAPOR1', 'TF']"
11,2,-0.07910391018445627,0.06382134028661135,0.14292525047106763,"[5, 1]","[7, 5, 1]","['MUC5B', 'TF']","['KRT17', 'MUC5B', 'TF']","['MUC5B', 'TF', 'KRT17', 'MUC5B', 'TF']"
12,2,-0.09973203167477726,0.02261210149202818,0.12234413316680544,"[6, 1]","[7, 6, 1]","['MSX2', 'TF']","['KRT17', 'MSX2', 'TF']","['MSX2', 'TF', 'KRT17', 'MSX2', 'TF']"
13,2,-0.09869371298341603,0.02261210149202818,0.12130581447544421,"[9, 1]","[9, 7, 1]","['CCNA1', 'TF']","['CCNA1', 'KRT17', 'TF']","['CCNA1', 'TF', 'CCNA1', 'KRT17', 'TF']"
14,2,-0.09667385804322154,0.02261210149202818,0.11928595953524972,"[12, 7]","[12, 7, 1]","['ATP6V1C2', 'KRT17']","['ATP6V1C2', 'KRT17', 'TF']","['ATP6V1C2', 'KRT17', 'ATP6V1C2', 'KRT17', 'TF']"
15,2,-0.09664518399662002,0.02261210149202818,0.1192572854886482,"[16, 1]","[16, 7, 1]","['MUC16', 'TF']","['MUC16', 'KRT17', 'TF']","['MUC16', 'TF', 'MUC16', 'KRT17', 'TF']"
16,2,-0.09664518399662002,0.02261210149202818,0.1192572854886482,"[20, 1]","[20, 7, 1]","['SERPINA5', 'TF']","['SERPINA5', 'KRT17', 'TF']","['SERPINA5', 'TF', 'SERPINA5', 'KRT17', 'TF']"
17,2,-0.09217579279963797,0.02261210149202818,0.11478789429166615,"[22, 10]","[22, 7, 1]","['PKHD1L1', 'SPINK5']","['PKHD1L1', 'KRT17', 'TF']","['PKHD1L1', 'SPINK5', 'PKHD1L1', 'KRT17', 'TF']"
18,2,-0.09217579279963797,0.02261210149202818,0.11478789429166615,"[14, 3]","[14, 4, 1]","['S100A9', 'CAPS']","['S100A9', 'ELAPOR1', 'TF']","['S100A9', 'CAPS', 'S100A9', 'ELAPOR1', 'TF']"
19,2,-0.0921420308164085,0.02261210149202818,0.11475413230843667,"[14, 5]","[14, 5, 1]","['S100A9', 'MUC5B']","['S100A9', 'MUC5B', 'TF']","['S100A9', 'MUC5B', 'S100A9', 'MUC5B', 'TF']"
20,2,-0.0921420308164085,0.02261210149202818,0.11475413230843667,"[14, 6]","[14, 6, 1]","['S100A9', 'MSX2']","['S100A9', 'MSX2', 'TF']","['S100A9', 'MSX2', 'S100A9', 'MSX2', 'TF']"
21,2,-0.0921420308164085,0.02261210149202818,0.11475413230843667,"[9, 7]","[14, 9, 1]","['CCNA1', 'KRT17']","['S100A9', 'CCNA1', 'TF']","['CCNA1', 'KRT17', 'S100A9', 'CCNA1', 'TF']"
22,2,-0.0917450343790659,0.02261210149202818,0.11435713587109408,"[14, 12]","[14, 12, 1]","['S100A9', 'ATP6V1C2']","['S100A9', 'ATP6V1C2', 'TF']","['S100A9', 'ATP6V1C2', 'S100A9', 'ATP6V1C2', 'TF']"
23,2,-0.0917450343790659,0.02261210149202818,0.11435713587109408,"[16, 14]","[16, 14, 1]","['MUC16', 'S100A9']","['MUC16', 'S100A9', 'TF']","['MUC16', 'S100A9', 'MUC16', 'S100A9', 'TF']"
24,2,-0.0917450343790659,0.02261210149202818,0.11435713587109408,"[20, 14]","[20, 14, 1]","['SERPINA5', 'S100A9']","['SERPINA5', 'S100A9', 'TF']","['SERPINA5', 'S100A9', 'SERPINA5', 'S100A9', 'TF']"
25,2,-0.08947660596237803,0.02261210149202818,0.1120887074544062,"[22, 7]","[22, 14, 1]","['PKHD1L1', 'KRT17']","['PKHD1L1', 'S100A9', 'TF']","['PKHD1L1', 'KRT17', 'PKHD1L1', 'S100A9', 'TF']"
26,2,-0.08947660596237803,0.02261210149202818,0.1120887074544062,"[7, 3]","[11, 4, 1]","['KRT17', 'CAPS']","['S100A8', 'ELAPOR1', 'TF']","['KRT17', 'CAPS', 'S100A8', 'ELAPOR1', 'TF']"
27,2,-0.08947660596237803,0.02261210149202818,0.1120887074544062,"[11, 5]","[11, 5, 1]","['S100A8', 'MUC5B']","['S100A8', 'MUC5B', 'TF']","['S100A8', 'MUC5B', 'S100A8', 'MUC5B', 'TF']"
28,2,-0.08947660596237803,0.02261210149202818,0.1120887074544062,"[11, 6]","[11, 6, 1]","['S100A8', 'MSX2']","['S100A8', 'MSX2', 'TF']","['S100A8', 'MSX2', 'S100A8', 'MSX2', 'TF']"
29,2,-0.08947660596237803,0.02261210149202818,0.1120887074544062,"[14, 9]","[11, 9, 1]","['S100A9', 'CCNA1']","['S100A8', 'CCNA1', 'TF']","['S100A9', 'CCNA1', 'S100A8', 'CCNA1', 'TF']"
30,2,-0.0883635612218241,0.02261210149202818,0.11097566271385227,"[12, 11]","[12, 11, 1]","['ATP6V1C2', 'S100A8']","['ATP6V1C2', 'S100A8', 'TF']","['ATP6V1C2', 'S100A8', 'ATP6V1C2', 'S100A8', 'TF']"
31,2,-0.0883635612218241,0.02261210149202818,0.11097566271385227,"[16, 11]","[16, 11, 1]","['MUC16', 'S100A8']","['MUC16', 'S100A8', 'TF']","['MUC16', 'S100A8', 'MUC16', 'S100A8', 'TF']"
32,2,-0.0883635612218241,0.02261210149202818,0.11097566271385227,"[20, 11]","[20, 11, 1]","['SERPINA5', 'S100A8']","['SERPINA5', 'S100A8', 'TF']","['SERPINA5', 'S100A8', 'SERPINA5', 'S100A8', 'TF']"
33,2,-0.0883635612218241,0.02261210149202818,0.11097566271385227,"[22, 14]","[22, 11, 1]","['PKHD1L1', 'S100A9']","['PKHD1L1', 'S100A8', 'TF']","['PKHD1L1', 'S100A9', 'PKHD1L1', 'S100A8', 'TF']"
34,2,-0.08789535868055307,0.02261210149202818,0.11050746017258124,"[6, 2]","[7, 6, 0]","['MSX2', 'TGM1']","['KRT17', 'MSX2', 'LRP2']","['MSX2', 'TGM1', 'KRT17', 'MSX2', 'LRP2']"
35,2,-0.04657177738755539,0.06369255207983673,0.11026432946739212,"[17, 6]","[17, 6, 0]","['HEPHL1', 'MSX2']","['HEPHL1', 'MSX2', 'LRP2']","['HEPHL1', 'MSX2', 'HEPHL1', 'MSX2', 'LRP2']"
36,2,-0.04657177738755539,0.06369255207983673,0.11026432946739212,"[7, 6]","[21, 6, 0]","['KRT17', 'MSX2']","['S100A2', 'MSX2', 'LRP2']","['KRT17', 'MSX2', 'S100A2', 'MSX2', 'LRP2']"
37,2,-0.04657177738755539,0.06369255207983673,0.11026432946739212,"[12, 2]","[12, 7, 0]","['ATP6V1C2', 'TGM1']","['ATP6V1C2', 'KRT17', 'LRP2']","['ATP6V1C2', 'TGM1', 'ATP6V1C2', 'KRT17', 'LRP2']"
38,2,-0.04657177738755539,0.06369255207983673,0.11026432946739212,"[17, 12]","[17, 12, 0]","['HEPHL1', 'ATP6V1C2']","['HEPHL1', 'ATP6V1C2', 'LRP2']","['HEPHL1', 'ATP6V1C2', 'HEPHL1', 'ATP6V1C2', 'LRP2']"
39,2,-0.04657177738755539,0.06369255207983673,0.11026432946739212,"[12, 1]","[21, 12, 0]","['ATP6V1C2', 'TF']","['S100A2', 'ATP6V1C2', 'LRP2']","['ATP6V1C2', 'TF', 'S100A2', 'ATP6V1C2', 'LRP2']"
40,2,-0.04657177738755539,0.06369255207983673,0.11026432946739212,"[21, 3]","[21, 4, 1]","['S100A2', 'CAPS']","['S100A2', 'ELAPOR1', 'TF']","['S100A2', 'CAPS', 'S100A2', 'ELAPOR1', 'TF']"
41,2,-0.041827992452499727,0.06382134028661135,0.10564933273911108,"[21, 5]","[21, 5, 1]","['S100A2', 'MUC5B']","['S100A2', 'MUC5B', 'TF']","['S100A2', 'MUC5B', 'S100A2', 'MUC5B', 'TF']"
42,2,-0.041827992452499727,0.06369255207983673,0.10552054453233646,"[21, 9]","[21, 9, 1]","['S100A2', 'CCNA1']","['S100A2', 'CCNA1', 'TF']","['S100A2', 'CCNA1', 'S100A2', 'CCNA1', 'TF']"
43,2,-0.06050459909927877,0.0445957777229556,0.10510037682223437,"[21, 16]","[21, 16, 1]","['S100A2', 'MUC16']","['S100A2', 'MUC16', 'TF']","['S100A2', 'MUC16', 'S100A2', 'MUC16', 'TF']"
44,2,-0.06050459909927877,0.0445957777229556,0.10510037682223437,"[21, 20]","[21, 20, 1]","['S100A2', 'SERPINA5']","['S100A2', 'SERPINA5', 'TF']","['S100A2', 'SERPINA5', 'S100A2', 'SERPINA5', 'TF']"
45,2,-0.06050459909927877,0.0445957777229556,0.10510037682223437,"[22, 21]","[22, 21, 1]","['PKHD1L1', 'S100A2']","['PKHD1L1', 'S100A2', 'TF']","['PKHD1L1', 'S100A2', 'PKHD1L1', 'S100A2', 'TF']"
46,2,-0.06050459909927877,0.0445957777229556,0.10510037682223437,"[3, 2]","[4, 2, 1]","['CAPS', 'TGM1']","['ELAPOR1', 'TGM1', 'TF']","['CAPS', 'TGM1', 'ELAPOR1', 'TGM1', 'TF']"
47,2,-0.06050459909927877,0.0445957777229556,0.10510037682223437,"[5, 2]","[5, 2, 1]","['MUC5B', 'TGM1']","['MUC5B', 'TGM1', 'TF']","['MUC5B', 'TGM1', 'MUC5B', 'TGM1', 'TF']"
48,2,-0.06050459909927877,0.0445957777229556,0.10510037682223437,"[9, 2]","[9, 2, 1]","['CCNA1', 'TGM1']","['CCNA1', 'TGM1', 'TF']","['CCNA1', 'TGM1', 'CCNA1', 'TGM1', 'TF']"
49,2,-0.08789535868055307,0.013668382413445352,0.10156374109399842,"[16, 2]","[16, 2, 1]","['MUC16', 'TGM1']","['MUC16', 'TGM1', 'TF']","['MUC16', 'TGM1', 'MUC16', 'TGM1', 'TF']"
50,2,-0.08789535868055307,0.013668382413445352,0.10156374109399842,"[20, 2]","[20, 2, 1]","['SERPINA5', 'TGM1']","['SERPINA5', 'TGM1', 'TF']","['SERPINA5', 'TGM1', 'SERPINA5', 'TGM1', 'TF']"
51,2,-0.08789535868055307,0.013668382413445352,0.10156374109399842,"[22, 2]","[22, 2, 1]","['PKHD1L1', 'TGM1']","['PKHD1L1', 'TGM1', 'TF']","['PKHD1L1', 'TGM1', 'PKHD1L1', 'TGM1', 'TF']"
52,2,-0.08789535868055307,0.013668382413445352,0.10156374109399842,"[17, 3]","[17, 3, 0]","['HEPHL1', 'CAPS']","['HEPHL1', 'CAPS', 'LRP2']","['HEPHL1', 'CAPS', 'HEPHL1', 'CAPS', 'LRP2']"
53,2,-0.08789535868055307,0.013668382413445352,0.10156374109399842,"[17, 5]","[17, 5, 1]","['HEPHL1', 'MUC5B']","['HEPHL1', 'MUC5B', 'TF']","['HEPHL1', 'MUC5B', 'HEPHL1', 'MUC5B', 'TF']"
54,2,-0.03696977610061717,0.06382134028661135,0.10079111638722851,"[17, 9]","[17, 9, 1]","['HEPHL1', 'CCNA1']","['HEPHL1', 'CCNA1', 'TF']","['HEPHL1', 'CCNA1', 'HEPHL1', 'CCNA1', 'TF']"
55,2,-0.041827992452499727,0.0445957777229556,0.08642377017545533,"[17, 16]","[17, 16, 1]","['HEPHL1', 'MUC16']","['HEPHL1', 'MUC16', 'TF']","['HEPHL1', 'MUC16', 'HEPHL1', 'MUC16', 'TF']"
56,2,-0.06978282847771095,0.011831732453666439,0.08161456093137738,"[20, 17]","[20, 17, 1]","['SERPINA5', 'HEPHL1']","['SERPINA5', 'HEPHL1', 'TF']","['SERPINA5', 'HEPHL1', 'SERPINA5', 'HEPHL1', 'TF']"
57,2,-0.06978282847771095,0.011831732453666439,0.08161456093137738,"[22, 17]","[22, 17, 1]","['PKHD1L1', 'HEPHL1']","['PKHD1L1', 'HEPHL1', 'TF']","['PKHD1L1', 'HEPHL1', 'PKHD1L1', 'HEPHL1', 'TF']"
58,2,-0.06978282847771095,0.011831732453666439,0.08161456093137738,"[18, 7]","[18, 14, 3]","['SCN5A', 'KRT17']","['SCN5A', 'S100A9', 'CAPS']","['SCN5A', 'KRT17', 'SCN5A', 'S100A9', 'CAPS']"
59,2,-0.06978282847771095,0.011831732453666439,0.08161456093137738,"[21, 18]","[21, 18, 3]","['S100A2', 'SCN5A']","['S100A2', 'SCN5A', 'CAPS']","['S100A2', 'SCN5A', 'S100A2', 'SCN5A', 'CAPS']"
60,2,-0.06978282847771095,0.011831732453666439,0.08161456093137738,"[19, 2]","[19, 7, 1]","['MUC6', 'TGM1']","['MUC6', 'KRT17', 'TF']","['MUC6', 'TGM1', 'MUC6', 'KRT17', 'TF']"
61,2,-0.06978282847771095,0.011831732453666439,0.08161456093137738,"[19, 10]","[19, 10, 1]","['MUC6', 'SPINK5']","['MUC6', 'SPINK5', 'TF']","['MUC6', 'SPINK5', 'MUC6', 'SPINK5', 'TF']"
62,2,-0.041827992452499727,0.02261210149202818,0.0644400939445279,"[19, 11]","[19, 11, 1]","['MUC6', 'S100A8']","['MUC6', 'S100A8', 'TF']","['MUC6', 'S100A8', 'MUC6', 'S100A8', 'TF']"
63,2,-0.041827992452499727,0.02261210149202818,0.0644400939445279,"[19, 7]","[19, 14, 1]","['MUC6', 'KRT17']","['MUC6', 'S100A9', 'TF']","['MUC6', 'KRT17', 'MUC6', 'S100A9', 'TF']"
64,2,-0.041827992452499727,0.02261210149202818,0.0644400939445279,"[19, 17]","[19, 17, 1]","['MUC6', 'HEPHL1']","['MUC6', 'HEPHL1', 'TF']","['MUC6', 'HEPHL1', 'MUC6', 'HEPHL1', 'TF']"
65,2,-0.041827992452499727,0.02261210149202818,0.0644400939445279,"[21, 19]","[21, 19, 1]","['S100A2', 'MUC6']","['S100A2', 'MUC6', 'TF']","['S100A2', 'MUC6', 'S100A2', 'MUC6', 'TF']"
66,2,-0.03375197542275609,0.02261210149202818,0.056364076914784275,"[15, 3]","[15, 4, 1]","['DES', 'CAPS']","['DES', 'ELAPOR1', 'TF']","['DES', 'CAPS', 'DES', 'ELAPOR1', 'TF']"
67,2,-0.041827992452499727,0.013668382413445352,0.05549637486594508,"[15, 6]","[15, 6, 1]","['DES', 'MSX2']","['DES', 'MSX2', 'TF']","['DES', 'MSX2', 'DES', 'MSX2', 'TF']"
68,2,-0.02349290437202115,0.011831732453666439,0.03532463682568759,"[15, 9]","[15, 9, 1]","['DES', 'CCNA1']","['DES', 'CCNA1', 'TF']","['DES', 'CCNA1', 'DES', 'CCNA1', 'TF']"
69,2,-0.021724782033338646,0.010384842779453214,0.03210962481279186,"[15, 12]","[15, 12, 1]","['DES', 'ATP6V1C2']","['DES', 'ATP6V1C2', 'TF']","['DES', 'ATP6V1C2', 'DES', 'ATP6V1C2', 'TF']"
70,2,-0.021724782033338646,0.010384842779453214,0.03210962481279186,"[15, 13]","[15, 13, 1]","['DES', 'MSX1']","['DES', 'MSX1', 'TF']","['DES', 'MSX1', 'DES', 'MSX1', 'TF']"
71,2,-0.021724782033338646,0.010384842779453214,0.03210962481279186,"[16, 15]","[16, 15, 1]","['MUC16', 'DES']","['MUC16', 'DES', 'TF']","['MUC16', 'DES', 'MUC16', 'DES', 'TF']"
72,2,-0.021724782033338646,0.010384842779453214,0.03210962481279186,"[19, 15]","[19, 15, 1]","['MUC6', 'DES']","['MUC6', 'DES', 'TF']","['MUC6', 'DES', 'MUC6', 'DES', 'TF']"
73,2,-0.021724782033338646,0.010384842779453214,0.03210962481279186,"[22, 15]","[22, 15, 1]","['PKHD1L1', 'DES']","['PKHD1L1', 'DES', 'TF']","['PKHD1L1', 'DES', 'PKHD1L1', 'DES', 'TF']"
74,2,-0.021724782033338646,0.010384842779453214,0.03210962481279186,"[18, 11, 9]","[18, 11, 9, 0]","['SCN5A', 'S100A8', 'CCNA1']","['SCN5A', 'S100A8', 'CCNA1', 'LRP2']","['SCN5A', 'S100A8', 'CCNA1', 'SCN5A', 'S100A8', 'CCNA1', 'LRP2']"
75,2,-0.021724782033338646,0.010384842779453214,0.03210962481279186,"[18, 14, 9]","[18, 14, 9, 0]","['SCN5A', 'S100A9', 'CCNA1']","['SCN5A', 'S100A9', 'CCNA1', 'LRP2']","['SCN5A', 'S100A9', 'CCNA1', 'SCN5A', 'S100A9', 'CCNA1', 'LRP2']"
76,2,-0.04138273654397897,-0.031461831169639375,0.009920905374339595,"[18, 15, 9]","[18, 15, 9, 0]","['SCN5A', 'DES', 'CCNA1']","['SCN5A', 'DES', 'CCNA1', 'LRP2']","['SCN5A', 'DES', 'CCNA1', 'SCN5A', 'DES', 'CCNA1', 'LRP2']"
77,2,-0.04138273654397897,-0.031461831169639375,0.009920905374339595,"[21, 18, 9]","[21, 18, 9, 0]","['S100A2', 'SCN5A', 'CCNA1']","['S100A2', 'SCN5A', 'CCNA1', 'LRP2']","['S100A2', 'SCN5A', 'CCNA1', 'S100A2', 'SCN5A', 'CCNA1', 'LRP2']"
78,2,-0.04138273654397897,-0.031461831169639375,0.009920905374339595,"[8, 2]","[8, 7, 0]","['PRRG3', 'TGM1']","['PRRG3', 'KRT17', 'LRP2']","['PRRG3', 'TGM1', 'PRRG3', 'KRT17', 'LRP2']"
79,2,-0.03642913896016812,-0.031461831169639375,0.004967307790528744,"[11, 8]","[11, 8, 0]","['S100A8', 'PRRG3']","['S100A8', 'PRRG3', 'LRP2']","['S100A8', 'PRRG3', 'S100A8', 'PRRG3', 'LRP2']"
80,1,-0.26910232059666084,-0.0917450343790659,0.17735728621759494,"[8, 7]","[14, 8, 0]","['PRRG3', 'KRT17']","['S100A9', 'PRRG3', 'LRP2']","['PRRG3', 'KRT17', 'S100A9', 'PRRG3', 'LRP2']"
81,1,-0.27198034567436713,-0.09667385804322154,0.1753064876311456,"[15, 8]","[15, 8, 0]","['DES', 'PRRG3']","['DES', 'PRRG3', 'LRP2']","['DES', 'PRRG3', 'DES', 'PRRG3', 'LRP2']"
82,1,-0.265561223295085,-0.09869371298341603,0.166867510311669,"[17, 8]","[17, 8, 0]","['HEPHL1', 'PRRG3']","['HEPHL1', 'PRRG3', 'LRP2']","['HEPHL1', 'PRRG3', 'HEPHL1', 'PRRG3', 'LRP2']"
83,1,-0.25559637902362686,-0.0921420308164085,0.16345434820721838,"[21, 8]","[21, 8, 0]","['S100A2', 'PRRG3']","['S100A2', 'PRRG3', 'LRP2']","['S100A2', 'PRRG3', 'S100A2', 'PRRG3', 'LRP2']"
84,1,-0.2555937452678528,-0.09667385804322154,0.15891988722463124,"[8, 7, 1]","[9, 8, 7, 1]","['PRRG3', 'KRT17', 'TF']","['CCNA1', 'PRRG3', 'KRT17', 'TF']","['PRRG3', 'KRT17', 'TF', 'CCNA1', 'PRRG3', 'KRT17', 'TF']"
85,1,-0.24938191217347003,-0.0917450343790659,0.1576368777944041,"[10, 8, 1]","[10, 9, 8, 1]","['SPINK5', 'PRRG3', 'TF']","['SPINK5', 'CCNA1', 'PRRG3', 'TF']","['SPINK5', 'PRRG3', 'TF', 'SPINK5', 'CCNA1', 'PRRG3', 'TF']"
86,1,-0.2757564254383903,-0.12071307165828642,0.15504335378010387,"[11, 8, 1]","[11, 9, 8, 1]","['S100A8', 'PRRG3', 'TF']","['S100A8', 'CCNA1', 'PRRG3', 'TF']","['S100A8', 'PRRG3', 'TF', 'S100A8', 'CCNA1', 'PRRG3', 'TF']"
87,1,-0.2537230541386666,-0.09869371298341603,0.15502934115525055,"[14, 8, 1]","[14, 9, 8, 1]","['S100A9', 'PRRG3', 'TF']","['S100A9', 'CCNA1', 'PRRG3', 'TF']","['S100A9', 'PRRG3', 'TF', 'S100A9', 'CCNA1', 'PRRG3', 'TF']"
88,1,-0.24396248754968464,-0.0921420308164085,0.15182045673327615,"[15, 8, 1]","[15, 9, 8, 1]","['DES', 'PRRG3', 'TF']","['DES', 'CCNA1', 'PRRG3', 'TF']","['DES', 'PRRG3', 'TF', 'DES', 'CCNA1', 'PRRG3', 'TF']"
89,1,-0.24124663064087215,-0.08947660596237803,0.15177002467849413,"[17, 8, 1]","[17, 9, 8, 1]","['HEPHL1', 'PRRG3', 'TF']","['HEPHL1', 'CCNA1', 'PRRG3', 'TF']","['HEPHL1', 'PRRG3', 'TF', 'HEPHL1', 'CCNA1', 'PRRG3', 'TF']"
90,1,-0.2721205006484727,-0.12071307165828642,0.15140742899018628,"[21, 8, 1]","[21, 9, 8, 1]","['S100A2', 'PRRG3', 'TF']","['S100A2', 'CCNA1', 'PRRG3', 'TF']","['S100A2', 'PRRG3', 'TF', 'S100A2', 'CCNA1', 'PRRG3', 'TF']"
91,1,-0.26863776781665216,-0.12071307165828642,0.14792469615836573,"[20, 7, 0]","[20, 8, 7, 1]","['SERPINA5', 'KRT17', 'LRP2']","['SERPINA5', 'PRRG3', 'KRT17', 'TF']","['SERPINA5', 'KRT17', 'LRP2', 'SERPINA5', 'PRRG3', 'KRT17', 'TF']"
92,1,-0.2638910690646928,-0.12071307165828642,0.14317799740640635,"[20, 10, 1]","[20, 10, 8, 1]","['SERPINA5', 'SPINK5', 'TF']","['SERPINA5', 'SPINK5', 'PRRG3', 'TF']","['SERPINA5', 'SPINK5', 'TF', 'SERPINA5', 'SPINK5', 'PRRG3', 'TF']"
93,1,-0.23214612759840245,-0.09667385804322154,0.1354722695551809,"[20, 11, 0]","[20, 11, 8, 1]","['SERPINA5', 'S100A8', 'LRP2']","['SERPINA5', 'S100A8', 'PRRG3', 'TF']","['SERPINA5', 'S100A8', 'LRP2', 'SERPINA5', 'S100A8', 'PRRG3', 'TF']"
94,1,-0.2269710218827998,-0.0921420308164085,0.1348289910663913,"[20, 14, 0]","[20, 14, 8, 1]","['SERPINA5', 'S100A9', 'LRP2']","['SERPINA5', 'S100A9', 'PRRG3', 'TF']","['SERPINA5', 'S100A9', 'LRP2', 'SERPINA5', 'S100A9', 'PRRG3', 'TF']"
95,1,-0.22054005332561882,-0.0883635612218241,0.13217649210379473,"[20, 15, 1]","[20, 15, 8, 1]","['SERPINA5', 'DES', 'TF']","['SERPINA5', 'DES', 'PRRG3', 'TF']","['SERPINA5', 'DES', 'TF', 'SERPINA5', 'DES', 'PRRG3', 'TF']"
96,1,-0.22955576965828164,-0.09869371298341603,0.1308620566748656,"[20, 17, 0]","[20, 17, 8, 1]","['SERPINA5', 'HEPHL1', 'LRP2']","['SERPINA5', 'HEPHL1', 'PRRG3', 'TF']","['SERPINA5', 'HEPHL1', 'LRP2', 'SERPINA5', 'HEPHL1', 'PRRG3', 'TF']"
97,1,-0.2225215768496848,-0.0917450343790659,0.13077654247061887,"[21, 20, 0]","[21, 20, 8, 1]","['S100A2', 'SERPINA5', 'LRP2']","['S100A2', 'SERPINA5', 'PRRG3', 'TF']","['S100A2', 'SERPINA5', 'LRP2', 'S100A2', 'SERPINA5', 'PRRG3', 'TF']"
98,1,-0.24363728797386733,-0.12071307165828642,0.12292421631558091,"[9, 7, 0]","[8, 7, 6, 1]","['CCNA1', 'KRT17', 'LRP2']","['PRRG3', 'KRT17', 'MSX2', 'TF']","['CCNA1', 'KRT17', 'LRP2', 'PRRG3', 'KRT17', 'MSX2', 'TF']"
99,1,-0.21013890753973669,-0.0917450343790659,0.11839387316067078,"[11, 9, 0]","[11, 8, 6, 1]","['S100A8', 'CCNA1', 'LRP2']","['S100A8', 'PRRG3', 'MSX2', 'TF']","['S100A8', 'CCNA1', 'LRP2', 'S100A8', 'PRRG3', 'MSX2', 'TF']"
100,1,-0.20871653681748134,-0.0921420308164085,0.11657450600107284,"[14, 9, 0]","[14, 8, 6, 1]","['S100A9', 'CCNA1', 'LRP2']","['S100A9', 'PRRG3', 'MSX2', 'TF']","['S100A9', 'CCNA1', 'LRP2', 'S100A9', 'PRRG3', 'MSX2', 'TF']"
101,1,-0.21281631981735832,-0.09667385804322154,0.11614246177413678,"[15, 9, 0]","[15, 8, 6, 1]","['DES', 'CCNA1', 'LRP2']","['DES', 'PRRG3', 'MSX2', 'TF']","['DES', 'CCNA1', 'LRP2', 'DES', 'PRRG3', 'MSX2', 'TF']"
102,1,-0.16471586709384559,-0.051778766248361946,0.11293710084548364,"[17, 9, 0]","[17, 8, 6, 1]","['HEPHL1', 'CCNA1', 'LRP2']","['HEPHL1', 'PRRG3', 'MSX2', 'TF']","['HEPHL1', 'CCNA1', 'LRP2', 'HEPHL1', 'PRRG3', 'MSX2', 'TF']"
103,1,-0.20000404678447123,-0.0883635612218241,0.11164048556264713,"[21, 9, 0]","[21, 8, 6, 1]","['S100A2', 'CCNA1', 'LRP2']","['S100A2', 'PRRG3', 'MSX2', 'TF']","['S100A2', 'CCNA1', 'LRP2', 'S100A2', 'PRRG3', 'MSX2', 'TF']"
104,1,-0.16145010780252417,-0.051778766248361946,0.10967134155416222,"[7, 3, 0]","[18, 7, 4, 1]","['KRT17', 'CAPS', 'LRP2']","['SCN5A', 'KRT17', 'ELAPOR1', 'TF']","['KRT17', 'CAPS', 'LRP2', 'SCN5A', 'KRT17', 'ELAPOR1', 'TF']"
